exp_name,layer_count,layers,steer_direction,first_half_matches_direction,steer_alpha,first_half_scale,second_half_scale,block_length,batch_size,first_half_positive,first_half_negative,first_half_perplexity,second_half_positive,second_half_negative,second_half_perplexity,full_text_positive,full_text_negative,full_text_perplexity
pattern_l25-31-16_a2.4_fh1.0_sh3.0,3,"25,31,16",positive,True,2.4,1.0,3.0,128,10,0.2603010328486562,0.02817812405875884,3.6196832036972046,0.10281449895352125,0.4397754518687725,2136.8557316589354,0.07585736598819494,0.15164454409852623,6.360075674057007
pattern_l25-31-16-24-26_a1.2_fh0.5_sh1.0,5,"25,31,16,24,26",positive,True,1.2,0.5,1.0,128,10,0.37975895788520575,0.07559470689157025,5.87243132352829,0.1079752703208942,0.4474718673340976,9.69383351802826,0.1118351591413375,0.28149285354302267,5.739811316728592
pattern_l25-31-16-24-26_a1.2_fh0.5_sh1.5,5,"25,31,16,24,26",positive,True,1.2,0.5,1.5,128,10,0.39480637151747944,0.07336796013405547,6.015357542037964,0.10303201317321509,0.5052956832200288,161.77571153759956,0.14545785163762048,0.20820752538042142,5.363555272817612
pattern_l25-31-16-24-26_a1.2_fh0.5_sh2.0,5,"25,31,16,24,26",positive,True,1.2,0.5,2.0,128,10,0.32532739466056226,0.06902193838497624,75.08788784265518,0.11109065325930714,0.21377350013703109,1162.5925144040584,0.3400701131299138,0.056755793862976134,40.87138282299042
pattern_l25-31-16-24-26_a1.2_fh0.5_sh2.5,5,"25,31,16,24,26",positive,True,1.2,0.5,2.5,128,10,0.30477870360016823,0.07381811338069383,439.82587379455566,0.1459236918389797,0.20303888633847236,1825.4845520782471,0.4422635404765606,0.0326116850139806,364.32506124019625
pattern_l25-31-16-24-26_a1.2_fh0.5_sh3.0,5,"25,31,16,24,26",positive,True,1.2,0.5,3.0,128,10,0.37257537070661784,0.04997579082031734,6.756661765575409,0.1622356480360031,0.44869239076972006,nan,0.39216964039951563,0.04099939955631271,8.796208395957947
pattern_l25-31-16-24-26_a1.2_fh1.0_sh1.0,5,"25,31,16,24,26",positive,True,1.2,1.0,1.0,128,10,0.14452252224087714,0.005998255227459595,2.636252906322479,0.5201789327664301,0.03436179442331195,2.485304594039917,0.18366287607699633,0.007177370827412233,1.6598177909851075
pattern_l25-31-16-24-26_a1.2_fh1.0_sh1.5,5,"25,31,16,24,26",positive,True,1.2,1.0,1.5,128,10,0.13155487027019264,0.007770230125170201,2.6586307215690614,0.22287651415914297,0.3438785903516691,13.482798911333084,0.1209573492500931,0.038731297054328026,2.1835409343242644
pattern_l25-31-16-24-26_a1.2_fh1.0_sh2.0,5,"25,31,16,24,26",positive,True,1.2,1.0,2.0,128,10,0.13968273263424635,0.16347617796389385,1586.215233745575,0.08450500717386604,0.17450150936841965,1659.8507669460773,0.0897427144041285,0.11064399428665637,646.2180337524414
pattern_l25-31-16-24-26_a1.2_fh1.0_sh2.5,5,"25,31,16,24,26",positive,True,1.2,1.0,2.5,128,10,0.1253687620908022,0.18795490816468374,3084.1385018539427,0.13748261630535125,0.228018994666636,1762.6566049194337,0.11720887683331967,0.08347852314007469,2712.7602244782447
pattern_l25-31-16-24-26_a1.2_fh1.0_sh3.0,5,"25,31,16,24,26",positive,True,1.2,1.0,3.0,128,10,0.13727931328117848,0.01326779326889664,2.743947236537933,0.16573384255170823,0.45525680303573607,nan,0.08073365483433008,0.015344015550799667,3.937431449890137
pattern_l25-31-16-24-26_a1.6_fh0.5_sh1.0,5,"25,31,16,24,26",positive,True,1.6,0.5,1.0,128,10,0.3702618688438088,0.037182361129380295,5.427769236564636,0.2900476563279517,0.3651891147624701,6.034826710224151,0.1948211419384461,0.11759111845400184,3.64524169921875
pattern_l25-31-16-24-26_a1.6_fh0.5_sh1.5,5,"25,31,16,24,26",positive,True,1.6,0.5,1.5,128,10,0.24366093324497343,0.07799296920216875,164.54636089086532,0.10817626684904098,0.2031584881991148,nan,0.2005220153927803,0.053361436679260806,127.25131571888923
pattern_l25-31-16-24-26_a1.6_fh0.5_sh2.0,5,"25,31,16,24,26",positive,True,1.6,0.5,2.0,128,10,0.273958679549396,0.06688623546040617,277.27089591026305,0.14457984700798987,0.3153608259558678,nan,0.2925795739144087,0.026855221362784506,205.8631537914276
pattern_l25-31-16-24-26_a1.6_fh0.5_sh2.5,5,"25,31,16,24,26",positive,True,1.6,0.5,2.5,128,10,0.29397353805601595,0.033042640779167416,4.343131070137024,0.16524231433868408,0.4589000642299652,nan,0.2549376079067588,0.04778624016907997,5.75062486410141
pattern_l25-31-16-24-26_a1.6_fh0.5_sh3.0,5,"25,31,16,24,26",positive,True,1.6,0.5,3.0,128,10,0.35454255249351263,0.04191839555860497,5.912745146751404,0.14586753282696008,0.46611951798200607,nan,0.24072392681613564,0.09580865948577412,7.337859864234924
pattern_l25-31-16-24-26_a1.6_fh1.0_sh1.0,5,"25,31,16,24,26",positive,True,1.6,1.0,1.0,128,10,0.2448592424765229,0.0434540421620477,223.3337832069397,0.13440209780354054,0.34869529301300645,625.6430663597583,0.1250007301173173,0.10576770591549575,53.660508993864056
pattern_l25-31-16-24-26_a1.6_fh1.0_sh1.5,5,"25,31,16,24,26",positive,True,1.6,1.0,1.5,128,10,0.1743652504682541,0.20056556020659627,1668.17057128191,0.10043833712115884,0.18111051950603724,906.6891575837135,0.13879423508420585,0.154149886907544,334.62737526655195
pattern_l25-31-16-24-26_a1.6_fh1.0_sh2.0,5,"25,31,16,24,26",positive,True,1.6,1.0,2.0,128,10,0.21908986277878284,0.03478428652742878,123.52407517671585,0.15296793475747109,0.3540357999503613,nan,0.1562468658387661,0.01589488022495061,45.541088166236875
pattern_l25-31-16-24-26_a1.6_fh1.0_sh2.5,5,"25,31,16,24,26",positive,True,1.6,1.0,2.5,128,10,0.25275637259706857,0.030610371872135146,4.634173424243927,0.16524231433868408,0.4589000642299652,nan,0.17349212005734443,0.021183267615560906,6.199499790668487
